i,v
-0.136,0.712
-0.092,1.049
-0.0798,1.067
-0.0523,1.097
-0.044,1.104
-0.0342,1.113
-0.0293,1.117
-0.0205,1.123
-0.013900000000000001,1.128
-0.0105,1.13
