i,v
-0.098,0.496
-0.079,0.507
-0.0604,0.515
-0.0522,0.518
-0.0428,0.521
-0.0329,0.524
-0.0254,0.526
-0.0184,0.528
-0.012199999999999999,0.529
-0.0076,0.53
-0.0035,
-0.00256,
