"i","v"
"-0.164","0.721"
"-0.153","1.295"
"-0.1255","1.385"
"-0.0928","1.423"
"-0.0771","1.435"
"-0.06609999999999999","1.442"
"-0.0538","1.45"
"-0.046700000000000005","1.453"
"-0.035500000000000004","1.458"
"-0.027","1.462"
"-0.019","1.464"
"-0.013300000000000001","1.463"
