second,Volt
-7.288000E-03,-133.793972880E+00
-7.279600E-03,-133.793972880E+00
-7.271200E-03,-134.673369884E+00
-7.262800E-03,-134.673369884E+00
-7.254400E-03,-134.673369884E+00
-7.246000E-03,-134.673369884E+00
-7.237600E-03,-134.673369884E+00
-7.229200E-03,-134.673369884E+00
-7.220800E-03,-134.673369884E+00
-7.212400E-03,-134.673369884E+00
-7.204000E-03,-134.673369884E+00
-7.195600E-03,-134.673369884E+00
-7.187200E-03,-134.673369884E+00
-7.178800E-03,-136.683420181E+00
-7.170400E-03,-136.683420181E+00
-7.162000E-03,-136.683420181E+00
-7.153600E-03,-135.804023176E+00
-7.145200E-03,-136.683420181E+00
-7.136800E-03,-136.683420181E+00
-7.128400E-03,-136.683420181E+00
-7.120000E-03,-137.814073473E+00
-7.111600E-03,-136.683420181E+00
-7.103200E-03,-136.683420181E+00
-7.094800E-03,-136.683420181E+00
-7.086400E-03,-138.693470478E+00
-7.078000E-03,-137.814073473E+00
-7.069600E-03,-138.693470478E+00
-7.061200E-03,-137.437189043E+00
-7.052800E-03,-138.693470478E+00
-7.044400E-03,-137.437189043E+00
-7.036000E-03,-138.693470478E+00
-7.027600E-03,-138.693470478E+00
-7.019200E-03,-138.693470478E+00
-7.010800E-03,-138.693470478E+00
-7.002400E-03,-138.693470478E+00
-6.994000E-03,-138.693470478E+00
-6.985600E-03,-138.693470478E+00
-6.977200E-03,-138.693470478E+00
-6.968800E-03,-138.693470478E+00
-6.960400E-03,-138.693470478E+00
-6.952000E-03,-139.447239339E+00
-6.943600E-03,-138.693470478E+00
-6.935200E-03,-140.703520775E+00
-6.926800E-03,-139.824123770E+00
-6.918400E-03,-138.693470478E+00
-6.910000E-03,-140.703520775E+00
-6.901600E-03,-140.703520775E+00
-6.893200E-03,-139.824123770E+00
-6.884800E-03,-140.703520775E+00
-6.876400E-03,-140.703520775E+00
-6.868000E-03,-140.703520775E+00
-6.859600E-03,-140.703520775E+00
-6.851200E-03,-140.703520775E+00
-6.842800E-03,-140.703520775E+00
-6.834400E-03,-140.703520775E+00
-6.826000E-03,-140.703520775E+00
-6.817600E-03,-140.703520775E+00
-6.809200E-03,-140.703520775E+00
-6.800800E-03,-140.703520775E+00
-6.792400E-03,-140.703520775E+00
-6.784000E-03,-140.703520775E+00
-6.775600E-03,-141.834174067E+00
-6.767200E-03,-142.713571072E+00
-6.758800E-03,-141.834174067E+00
-6.750400E-03,-141.457289636E+00
-6.742000E-03,-141.834174067E+00
-6.733600E-03,-141.457289636E+00
-6.725200E-03,-140.703520775E+00
-6.716800E-03,-141.834174067E+00
-6.708400E-03,-141.834174067E+00
-6.700000E-03,-141.457289636E+00
-6.691600E-03,-142.713571072E+00
-6.683200E-03,-142.713571072E+00
