i,v
-0.115,0.975
-0.11800000000000001,1.25
-0.11750000000000001,1.327
-0.1102,1.428
-0.09609999999999999,1.48
-0.07909999999999999,1.5110000000000001
-0.06420000000000001,1.532
-0.047,1.55
-0.0354,1.56
-0.0251,1.568
-0.0148,1.574
