i,v
0.0155,3.15
0.0143,3.13
0.0121,3.1
0.01,3.06
0.0089,3.04
0.0076,3.0
0.006,2.96
0.00474,2.92
0.0037,2.89
0.00272,2.84
0.00202,2.8
0.00149,2.77
0.00102,2.73
0.000415,2.66
0.000336,2.64
0.000262,2.62
0.000188,2.6
0.00017,2.6
0.000146,2.59
0.000102,2.56
8.7e-05,2.55
7.5e-05,2.54
5.5e-05,2.52
3.2e-05,2.48
2.2e-05,2.46
1.2e-05,2.42
5.0e-06,2.34
