i,v
-0.0033799999999999998,0.34
-0.0033,0.343
-0.00317,0.356
-0.0029300000000000003,0.357
-0.0024100000000000002,0.359
-0.0035600000000000002,0.359
-0.0025499999999999997,0.362
-0.0022,0.366
-0.0019,0.371
-0.0016,0.375
-0.0013000000000000002,0.379
-0.001,0.384
-0.0008,0.387
-0.0006,0.39
-0.0004,0.393
0,0.422
