i,v
-0.003,0.309
-0.0023,0.345
-0.0018000000000000002,0.36
-0.0014,0.37
-0.001,0.379
-0.0008,0.384
-0.0006,0.388
-0.0004,0.391
-0.00034,0.392
0,0.416
